,index,year,state,district,party,votes,totalvotes,two_party_pct,total_pct
18469,18469,2020,AZ,5,REPUBLICAN,262486,445657,0.588986597315873,0.588986597315873
18470,18470,2020,AZ,6,DEMOCRAT,199644,417427,0.47827284770750333,0.47827284770750333
18471,18471,2020,AZ,6,REPUBLICAN,217783,417427,0.5217271522924967,0.5217271522924967
18472,18472,2020,AZ,7,DEMOCRAT,165452,215732,0.7671143957974972,0.7669330465577661
18473,18473,2020,AZ,7,REPUBLICAN,50229,215732,0.23288560420250276,0.23283054901451802
18474,18474,2020,AZ,8,DEMOCRAT,170816,422467,0.4043470336064235,0.4043298056416241
18475,18475,2020,AZ,8,REPUBLICAN,251633,422467,0.5956529663935765,0.5956275874802055
18476,18476,2020,AZ,9,DEMOCRAT,217094,352274,0.6162646122052721,0.6162646122052721
18477,18477,2020,AZ,9,REPUBLICAN,135180,352274,0.383735387794728,0.383735387794728
18478,18478,2020,CA,1,DEMOCRAT,154073,358263,0.43005557369865155,0.43005557369865155
18479,18479,2020,CA,1,REPUBLICAN,204190,358263,0.5699444263013485,0.5699444263013485
18480,18480,2020,CA,2,DEMOCRAT,294435,388755,0.7573793263109156,0.7573793263109156
18481,18481,2020,CA,2,REPUBLICAN,94320,388755,0.24262067368908438,0.24262067368908438
18482,18482,2020,CA,3,DEMOCRAT,176043,321988,0.5467377666248432,0.5467377666248432
18483,18483,2020,CA,3,REPUBLICAN,145945,321988,0.45326223337515686,0.45326223337515686
18484,18484,2020,CA,4,DEMOCRAT,194731,442022,0.440545945676912,0.440545945676912
18485,18485,2020,CA,4,REPUBLICAN,247291,442022,0.559454054323088,0.559454054323088
18486,18486,2020,CA,5,DEMOCRAT,271233,356460,0.7609072546709308,0.7609072546709308
18487,18487,2020,CA,5,REPUBLICAN,85227,356460,0.23909274532906918,0.23909274532906918
18488,18488,2020,CA,6,DEMOCRAT,229648,313114,0.7334325517223759,0.7334325517223759
18489,18489,2020,CA,6,REPUBLICAN,83466,313114,0.26656744827762413,0.26656744827762413
18490,18490,2020,CA,7,DEMOCRAT,217416,383965,0.5662391103355775,0.5662391103355775
18491,18491,2020,CA,7,REPUBLICAN,166549,383965,0.43376088966442256,0.43376088966442256
18492,18492,2020,CA,8,DEMOCRAT,124400,283111,0.4394036261395707,0.4394036261395707
18493,18493,2020,CA,8,REPUBLICAN,158711,283111,0.5605963738604293,0.5605963738604293
18494,18494,2020,CA,9,DEMOCRAT,174252,302610,0.5758302765936354,0.5758302765936354
18495,18495,2020,CA,9,REPUBLICAN,128358,302610,0.4241697234063646,0.4241697234063646
18496,18496,2020,CA,10,DEMOCRAT,166865,302494,0.5516307761476261,0.5516307761476261
18497,18497,2020,CA,10,REPUBLICAN,135629,302494,0.44836922385237393,0.44836922385237393
18498,18498,2020,CA,11,DEMOCRAT,271063,371356,0.7299276166266332,0.7299276166266332
18499,18499,2020,CA,11,REPUBLICAN,100293,371356,0.2700723833733668,0.2700723833733668
18500,18500,2020,CA,12,DEMOCRAT,362950,362950,1.0,1.0
18501,18501,2020,CA,13,DEMOCRAT,327863,362818,0.9036569299207867,0.9036569299207867
18502,18502,2020,CA,13,REPUBLICAN,34955,362818,0.09634307007921326,0.09634307007921326
18503,18503,2020,CA,14,DEMOCRAT,278300,351005,0.7928661984872011,0.7928661984872011
18504,18504,2020,CA,14,REPUBLICAN,72705,351005,0.20713380151279898,0.20713380151279898
18505,18505,2020,CA,15,DEMOCRAT,242991,342701,0.7090466616671676,0.7090466616671676
18506,18506,2020,CA,15,REPUBLICAN,99710,342701,0.29095333833283243,0.29095333833283243
18507,18507,2020,CA,16,DEMOCRAT,128690,216729,0.5937830193467418,0.5937830193467418
18508,18508,2020,CA,16,REPUBLICAN,88039,216729,0.40621698065325823,0.40621698065325823
18509,18509,2020,CA,17,DEMOCRAT,212137,297336,0.7134588479027094,0.7134588479027094
18510,18510,2020,CA,17,REPUBLICAN,85199,297336,0.2865411520972906,0.2865411520972906
18511,18511,2020,CA,18,DEMOCRAT,344139,344139,1.0,1.0
18512,18512,2020,CA,19,DEMOCRAT,224385,313027,0.7168231494407831,0.7168231494407831
18513,18513,2020,CA,19,REPUBLICAN,88642,313027,0.28317685055921693,0.28317685055921693
18514,18514,2020,CA,20,DEMOCRAT,236896,308554,0.7677618828470867,0.7677618828470867
18515,18515,2020,CA,20,REPUBLICAN,71658,308554,0.23223811715291326,0.23223811715291326
18516,18516,2020,CA,21,DEMOCRAT,84406,170334,0.4955323071142579,0.4955323071142579
18517,18517,2020,CA,21,REPUBLICAN,85928,170334,0.5044676928857421,0.5044676928857421
18518,18518,2020,CA,22,DEMOCRAT,144251,315139,0.457737696698917,0.457737696698917
18519,18519,2020,CA,22,REPUBLICAN,170888,315139,0.542262303301083,0.542262303301083
18520,18520,2020,CA,23,DEMOCRAT,115896,306118,0.37859910230695354,0.37859910230695354
18521,18521,2020,CA,23,REPUBLICAN,190222,306118,0.6214008976930465,0.6214008976930465
18522,18522,2020,CA,24,DEMOCRAT,212564,362345,0.5866342850046227,0.5866342850046227
18523,18523,2020,CA,24,REPUBLICAN,149781,362345,0.41336571499537733,0.41336571499537733
18524,18524,2020,CA,25,DEMOCRAT,169305,338943,0.4995087669608164,0.4995087669608164
18525,18525,2020,CA,25,REPUBLICAN,169638,338943,0.5004912330391835,0.5004912330391835
18526,18526,2020,CA,26,DEMOCRAT,208856,344733,0.6058485842666643,0.6058485842666643
18527,18527,2020,CA,26,REPUBLICAN,135877,344733,0.3941514157333357,0.3941514157333357
18528,18528,2020,CA,27,DEMOCRAT,221411,317318,0.6977574546669272,0.6977574546669272
18529,18529,2020,CA,27,REPUBLICAN,95907,317318,0.3022425453330728,0.3022425453330728
18530,18530,2020,CA,28,DEMOCRAT,244271,336199,0.7265667060282749,0.7265667060282749
18531,18531,2020,CA,28,REPUBLICAN,91928,336199,0.27343329397172506,0.27343329397172506
18532,18532,2020,CA,29,DEMOCRAT,210944,210944,1.0,1.0
18533,18533,2020,CA,30,DEMOCRAT,240038,345464,0.6948278257647685,0.6948278257647685
18534,18534,2020,CA,30,REPUBLICAN,105426,345464,0.30517217423523146,0.30517217423523146
18535,18535,2020,CA,31,DEMOCRAT,175315,286050,0.6128823632232128,0.6128823632232128
18536,18536,2020,CA,31,REPUBLICAN,110735,286050,0.3871176367767873,0.3871176367767873
18537,18537,2020,CA,32,DEMOCRAT,172942,259760,0.6657761010163228,0.6657761010163228
18538,18538,2020,CA,32,REPUBLICAN,86818,259760,0.3342238989836772,0.3342238989836772
18539,18539,2020,CA,33,DEMOCRAT,257094,380428,0.6758019914412189,0.6758019914412189
18540,18540,2020,CA,33,REPUBLICAN,123334,380428,0.32419800855878117,0.32419800855878117
18541,18541,2020,CA,34,DEMOCRAT,205346,205346,1.0,1.0
18542,18542,2020,CA,35,DEMOCRAT,169405,244346,0.6932996652288149,0.6932996652288149
18543,18543,2020,CA,35,REPUBLICAN,74941,244346,0.30670033477118513,0.30670033477118513
18544,18544,2020,CA,36,DEMOCRAT,185151,306849,0.6033945034854277,0.6033945034854277
18545,18545,2020,CA,36,REPUBLICAN,121698,306849,0.39660549651457233,0.39660549651457233
18546,18546,2020,CA,37,DEMOCRAT,254916,296621,0.8593997053479019,0.8593997053479019
18547,18547,2020,CA,37,REPUBLICAN,41705,296621,0.14060029465209814,0.14060029465209814
18548,18548,2020,CA,38,DEMOCRAT,256206,256206,1.0,1.0
18549,18549,2020,CA,39,DEMOCRAT,169837,343783,0.49402384643801467,0.49402384643801467
18550,18550,2020,CA,39,REPUBLICAN,173946,343783,0.5059761535619853,0.5059761535619853
18551,18551,2020,CA,40,DEMOCRAT,135572,186381,0.7273917405744148,0.7273917405744148
18552,18552,2020,CA,40,REPUBLICAN,50809,186381,0.27260825942558525,0.27260825942558525
18553,18553,2020,CA,41,DEMOCRAT,168126,262573,0.6403019350809108,0.6403019350809108
18554,18554,2020,CA,41,REPUBLICAN,94447,262573,0.3596980649190892,0.3596980649190892
18555,18555,2020,CA,42,DEMOCRAT,157773,368047,0.4286762288512065,0.4286762288512065
18556,18556,2020,CA,42,REPUBLICAN,210274,368047,0.5713237711487935,0.5713237711487935
18557,18557,2020,CA,43,DEMOCRAT,199210,277898,0.7168457491597636,0.7168457491597636
18558,18558,2020,CA,43,REPUBLICAN,78688,277898,0.2831542508402363,0.2831542508402363
18559,18559,2020,CA,44,DEMOCRAT,206036,206036,1.0,1.0
18560,18560,2020,CA,45,DEMOCRAT,221843,414939,0.534640031426306,0.534640031426306
18561,18561,2020,CA,45,REPUBLICAN,193096,414939,0.46535996857369394,0.46535996857369394
18562,18562,2020,CA,46,DEMOCRAT,157803,229519,0.6875378508968757,0.6875378508968757
18563,18563,2020,CA,46,REPUBLICAN,71716,229519,0.31246214910312436,0.31246214910312436
18564,18564,2020,CA,47,DEMOCRAT,197028,311399,0.6327187948580438,0.6327187948580438
18565,18565,2020,CA,47,REPUBLICAN,114371,311399,0.3672812051419561,0.3672812051419561
18566,18566,2020,CA,48,DEMOCRAT,193362,395100,0.4894001518602885,0.4894001518602885
18567,18567,2020,CA,48,REPUBLICAN,201738,395100,0.5105998481397115,0.5105998481397115
18568,18568,2020,CA,49,DEMOCRAT,205349,386506,0.5312957625496111,0.5312957625496111
18569,18569,2020,CA,49,REPUBLICAN,181157,386506,0.46870423745038886,0.46870423745038886
18570,18570,2020,CA,50,DEMOCRAT,166869,362390,0.4604680040839979,0.4604680040839979
18571,18571,2020,CA,50,REPUBLICAN,195521,362390,0.5395319959160021,0.5395319959160021
18572,18572,2020,CA,51,DEMOCRAT,165596,242437,0.683047554622438,0.683047554622438
18573,18573,2020,CA,51,REPUBLICAN,76841,242437,0.316952445377562,0.316952445377562
18574,18574,2020,CA,52,DEMOCRAT,244145,396495,0.6157580801775558,0.6157580801775558
18575,18575,2020,CA,52,REPUBLICAN,152350,396495,0.38424191982244416,0.38424191982244416
18576,18576,2020,CA,53,DEMOCRAT,334858,334858,1.0,1.0
18577,18577,2020,CO,1,DEMOCRAT,331621,450290,0.7578592061721849,0.7364609473894601
18578,18578,2020,CO,1,REPUBLICAN,105955,450290,0.24214079382781506,0.2353039152546137
18579,18579,2020,CO,2,DEMOCRAT,316925,515663,0.634520053176154,0.614597130296337
18580,18580,2020,CO,2,REPUBLICAN,182547,515663,0.365479946823846,0.35400445639884964
18581,18581,2020,CO,3,DEMOCRAT,194122,429319,0.4680390398210032,0.45216261101884614
18582,18582,2020,CO,3,REPUBLICAN,220634,429319,0.5319609601789969,0.5139162254640489
18583,18583,2020,CO,4,DEMOCRAT,173945,475107,0.37851076376724235,0.3661175272096601
18584,18584,2020,CO,4,REPUBLICAN,285606,475107,0.6214892362327576,0.6011403746945425
18585,18585,2020,CO,5,DEMOCRAT,161600,432407,0.39355792437161025,0.3737219795239208
18586,18586,2020,CO,5,REPUBLICAN,249013,432407,0.6064420756283897,0.5758764312326119
18587,18587,2020,CO,6,DEMOCRAT,250314,438473,0.5882737258699055,0.5708766560312721
18588,18588,2020,CO,6,REPUBLICAN,175192,438473,0.41172627413009455,0.39955025737046523
18589,18589,2020,CO,7,DEMOCRAT,250525,423691,0.6112960134300899,0.5912917668772761
18590,18590,2020,CO,7,REPUBLICAN,159301,423691,0.3887039865699102,0.37598391280437865
18591,18591,2020,CT,1,DEMOCRAT,222668,349237,0.6458281971929845,0.6375842193123867
18592,18592,2020,CT,1,REPUBLICAN,122111,349237,0.3541718028070155,0.3496508101947961
18593,18593,2020,CT,2,DEMOCRAT,218119,367347,0.608463630657647,0.5937682899275072
18594,18594,2020,CT,2,REPUBLICAN,140356,367347,0.39153636934235303,0.3820801585421958
18595,18595,2020,CT,3,DEMOCRAT,203265,346103,0.5963246230890417,0.5872962672961517
18596,18596,2020,CT,3,REPUBLICAN,137598,346103,0.40367537691095834,0.39756373102804654
18597,18597,2020,CT,4,DEMOCRAT,224432,360716,0.6320977640335832,0.6221847658545782
18598,18598,2020,CT,4,REPUBLICAN,130627,360716,0.36790223596641686,0.362132536399827
18599,18599,2020,CT,5,DEMOCRAT,192484,349524,0.5587798137439327,0.5507032421235738
18600,18600,2020,CT,5,REPUBLICAN,151988,349524,0.44122018625606724,0.43484281479955594
18601,18601,2020,DC,0,DEMOCRAT,299388,344177,0.9357395576781227,0.8698663768932846
18602,18602,2020,DC,0,REPUBLICAN,20560,344177,0.0642604423218773,0.05973670524177967
18603,18603,2020,DE,0,DEMOCRAT,281382,488270,0.5889437265317912,0.5762836135744568
18604,18604,2020,DE,0,REPUBLICAN,196392,488270,0.41105627346820883,0.4022200831507158
18605,18605,2020,FL,1,DEMOCRAT,149172,438562,0.3448872201311372,0.3401389085237663
18606,18606,2020,FL,1,REPUBLICAN,283352,438562,0.6551127798688627,0.6460933687825211
18607,18607,2020,FL,2,REPUBLICAN,305337,311999,0.9786473674595111,0.9786473674595111
18608,18608,2020,FL,2,DEMOCRAT,6662,311999,0.02135263254048891,0.02135263254048891
18609,18609,2020,FL,3,DEMOCRAT,167326,390401,0.42860033657700675,0.42860033657700675
18610,18610,2020,FL,3,REPUBLICAN,223075,390401,0.5713996634229933,0.5713996634229933
18611,18611,2020,FL,4,DEMOCRAT,196423,504940,0.38901806226728985,0.3890026537806472
18612,18612,2020,FL,4,REPUBLICAN,308497,504940,0.6109819377327101,0.6109577375529766
18613,18613,2020,FL,5,DEMOCRAT,219463,336973,0.6512776988067294,0.6512776988067294
18614,18614,2020,FL,5,REPUBLICAN,117510,336973,0.3487223011932707,0.3487223011932707
18615,18615,2020,FL,6,DEMOCRAT,172305,437856,0.393661839898743,0.3935197873273405
18616,18616,2020,FL,6,REPUBLICAN,265393,437856,0.6063381601012571,0.6061193634436892
18617,18617,2020,FL,7,DEMOCRAT,224946,406449,0.5613881845588675,0.553442129270831
18618,18618,2020,FL,7,REPUBLICAN,175750,406449,0.4386118154411324,0.43240357338805113
18619,18619,2020,FL,8,DEMOCRAT,177695,459788,0.38647159125510017,0.38647159125510017
18620,18620,2020,FL,8,REPUBLICAN,282093,459788,0.6135284087448998,0.6135284087448998
18621,18621,2020,FL,9,DEMOCRAT,240724,429638,0.560327550609502,0.5602949459777766
18622,18622,2020,FL,9,REPUBLICAN,188889,429638,0.43967244939049793,0.43964686550072385
18623,18623,2020,FL,10,DEMOCRAT,239434,376397,0.6362459908110851,0.6361209042580042
18624,18624,2020,FL,10,REPUBLICAN,136889,376397,0.3637540091889148,0.3636824948126579
18625,18625,2020,FL,11,DEMOCRAT,158094,475073,0.3327783309091445,0.3327783309091445
18626,18626,2020,FL,11,REPUBLICAN,316979,475073,0.6672216690908556,0.6672216690908556
18627,18627,2020,FL,12,DEMOCRAT,168194,453135,0.37117856709369174,0.37117856709369174
18628,18628,2020,FL,12,REPUBLICAN,284941,453135,0.6288214329063083,0.6288214329063083
18629,18629,2020,FL,13,DEMOCRAT,215405,406125,0.5304000315179332,0.5303908895044629
18630,18630,2020,FL,13,REPUBLICAN,190713,406125,0.4695999684820668,0.46959187442289935
18631,18631,2020,FL,14,DEMOCRAT,224240,372136,0.6025754025410065,0.6025754025410065
18632,18632,2020,FL,14,REPUBLICAN,147896,372136,0.3974245974589935,0.3974245974589935
18633,18633,2020,FL,15,DEMOCRAT,174297,390671,0.4461477816372344,0.4461477816372344
18634,18634,2020,FL,15,REPUBLICAN,216374,390671,0.5538522183627655,0.5538522183627655
18635,18635,2020,FL,16,DEMOCRAT,215683,484684,0.444997152784082,0.444997152784082
18636,18636,2020,FL,16,REPUBLICAN,269001,484684,0.555002847215918,0.555002847215918
18637,18637,2020,FL,17,DEMOCRAT,140487,412397,0.3451760560784863,0.340659607126143
18638,18638,2020,FL,17,REPUBLICAN,266514,412397,0.6548239439215137,0.6462559135978195
18639,18639,2020,FL,18,DEMOCRAT,186674,449720,0.42429766342394765,0.4150893889531264
18640,18640,2020,FL,18,REPUBLICAN,253286,449720,0.5757023365760524,0.5632082184470337
18641,18641,2020,FL,19,DEMOCRAT,172146,444589,0.38720517515171415,0.3872025623665903
18642,18642,2020,FL,19,REPUBLICAN,272440,444589,0.6127948248482858,0.6127906898281335
18643,18643,2020,FL,20,DEMOCRAT,253661,322409,0.7867677391139826,0.7867677391139826
18644,18644,2020,FL,20,REPUBLICAN,68748,322409,0.21323226088601746,0.21323226088601746
18645,18645,2020,FL,21,DEMOCRAT,237925,403093,0.6015240040754721,0.590248404214412
18646,18646,2020,FL,21,REPUBLICAN,157612,403093,0.3984759959245279,0.391006541914645
18647,18647,2020,FL,22,DEMOCRAT,235764,402317,0.5860155051862089,0.5860155051862089
18648,18648,2020,FL,22,REPUBLICAN,166553,402317,0.4139844948137911,0.4139844948137911
18649,18649,2020,FL,23,DEMOCRAT,221239,380196,0.5820348159626216,0.5819077528432703
18650,18650,2020,FL,23,REPUBLICAN,158874,380196,0.41796518403737837,0.4178739387052994
18651,18651,2020,FL,24,DEMOCRAT,218825,289638,0.7873980331691309,0.7555120529764741
18652,18652,2020,FL,24,REPUBLICAN,59084,289638,0.2126019668308691,0.20399257003569973
18653,18653,2020,FL,25,REPUBLICAN,-1,-1,1.0,1.0
18654,18654,2020,FL,26,DEMOCRAT,165407,342630,0.4827569097860666,0.4827569097860666
18655,18655,2020,FL,26,REPUBLICAN,177223,342630,0.5172430902139334,0.5172430902139334
18656,18656,2020,FL,27,DEMOCRAT,166758,342975,0.4863181286617925,0.486210365186967
18657,18657,2020,FL,27,REPUBLICAN,176141,342975,0.5136818713382074,0.513568044318099
18658,18658,2020,GA,1,DEMOCRAT,135238,324695,0.4165077996273426,0.4165077996273426
18659,18659,2020,GA,1,REPUBLICAN,189457,324695,0.5834922003726574,0.5834922003726574
18660,18660,2020,GA,2,DEMOCRAT,161397,273034,0.5911609899749832,0.5911241823362658
18661,18661,2020,GA,2,REPUBLICAN,111620,273034,0.40883901002501677,0.40881355435586775
18662,18662,2020,GA,3,DEMOCRAT,129792,371318,0.3495440565768425,0.3495440565768425
18663,18663,2020,GA,3,REPUBLICAN,241526,371318,0.6504559434231575,0.6504559434231575
18664,18664,2020,GA,4,DEMOCRAT,278906,348299,0.8007660085156719,0.8007660085156719
18665,18665,2020,GA,4,REPUBLICAN,69393,348299,0.19923399148432813,0.19923399148432813
18666,18666,2020,GA,5,DEMOCRAT,301857,354503,0.8514934993497939,0.8514934993497939
18667,18667,2020,GA,5,REPUBLICAN,52646,354503,0.14850650065020607,0.14850650065020607
18668,18668,2020,GA,6,DEMOCRAT,216775,397104,0.5458897417301262,0.5458897417301262
18669,18669,2020,GA,6,REPUBLICAN,180329,397104,0.4541102582698739,0.4541102582698739
18670,18670,2020,GA,7,DEMOCRAT,190900,371464,0.5139125191135615,0.5139125191135615
18671,18671,2020,GA,7,REPUBLICAN,180564,371464,0.48608748088643855,0.48608748088643855
18672,18672,2020,GA,8,DEMOCRAT,109264,308013,0.35479356420372443,0.3547382740338882
18673,18673,2020,GA,8,REPUBLICAN,198701,308013,0.6452064357962756,0.6451058883878278
18674,18674,2020,GA,9,DEMOCRAT,79797,372547,0.21419310852053566,0.21419310852053566
18675,18675,2020,GA,9,REPUBLICAN,292750,372547,0.7858068914794644,0.7858068914794644
18676,18676,2020,GA,10,DEMOCRAT,142636,378446,0.3768992141547275,0.3768992141547275
18677,18677,2020,GA,10,REPUBLICAN,235810,378446,0.6231007858452725,0.6231007858452725
18678,18678,2020,GA,11,DEMOCRAT,160623,405882,0.3957381702071045,0.3957381702071045
18679,18679,2020,GA,11,REPUBLICAN,245259,405882,0.6042618297928954,0.6042618297928954
18680,18680,2020,GA,12,DEMOCRAT,129061,310099,0.416192893237321,0.416192893237321
18681,18681,2020,GA,12,REPUBLICAN,181038,310099,0.583807106762679,0.583807106762679
18682,18682,2020,GA,13,DEMOCRAT,279045,360582,0.7740048429911156,0.7738739038554338
18683,18683,2020,GA,13,REPUBLICAN,81476,360582,0.22599515700888437,0.22595692519315994
18684,18684,2020,GA,14,DEMOCRAT,77798,307625,0.25289882161722876,0.25289882161722876
18685,18685,2020,GA,14,REPUBLICAN,229827,307625,0.7471011783827712,0.7471011783827712
18686,18686,2020,HI,1,DEMOCRAT,183245,283408,0.7202092495863351,0.6465766668548524
18687,18687,2020,HI,1,REPUBLICAN,71188,283408,0.2797907504136649,0.2511855699203974
18688,18688,2020,HI,2,DEMOCRAT,171517,296376,0.6711838274426322,0.5787142008799633
18689,18689,2020,HI,2,REPUBLICAN,84027,296376,0.32881617255736784,0.28351485950279376
18690,18690,2020,IA,1,DEMOCRAT,201347,423971,0.487010049947392,0.47490748187965687
18691,18691,2020,IA,1,REPUBLICAN,212088,423971,0.5129899500526081,0.5002417618186149
18692,18692,2020,IA,2,DEMOCRAT,196958,413989,0.49999238427912124,0.47575660222856164
18693,18693,2020,IA,2,REPUBLICAN,196964,413989,0.5000076157208787,0.4757710953672682
18694,18694,2020,IA,3,DEMOCRAT,219205,460813,0.5071818270160712,0.47569187501220667
18695,18695,2020,IA,3,REPUBLICAN,212997,460813,0.4928181729839288,0.46222003285497587
18696,18696,2020,IA,4,DEMOCRAT,144761,401495,0.37882657734278913,0.3605549259642088
18697,18697,2020,IA,4,REPUBLICAN,237369,401495,0.6211734226572109,0.5912128420030137
18698,18698,2020,ID,1,DEMOCRAT,131380,458576,0.2971618308317274,0.28649558633683403
18699,18699,2020,ID,1,REPUBLICAN,310736,458576,0.7028381691682726,0.6776106904853285
18700,18700,2020,ID,2,DEMOCRAT,124151,391333,0.3312283229283389,0.31725154791443605
18701,18701,2020,ID,2,REPUBLICAN,250669,391333,0.6687716770716611,0.6405516529400792
18702,18702,2020,IL,1,DEMOCRAT,239943,325123,0.7383543096285811,0.7380068466395795
18703,18703,2020,IL,1,REPUBLICAN,85027,325123,0.2616456903714189,0.2615225622302944
18704,18704,2020,IL,2,DEMOCRAT,234896,298038,0.7881411095229467,0.7881411095229467
18705,18705,2020,IL,2,REPUBLICAN,63142,298038,0.21185889047705325,0.21185889047705325
18706,18706,2020,IL,3,DEMOCRAT,172997,306848,0.5637872823026384,0.5637872823026384
18707,18707,2020,IL,3,REPUBLICAN,133851,306848,0.4362127176973616,0.4362127176973616
18708,18708,2020,IL,4,DEMOCRAT,187219,222737,0.8405383928130485,0.8405383928130485
18709,18709,2020,IL,4,REPUBLICAN,35518,222737,0.15946160718695143,0.15946160718695143
18710,18710,2020,IL,5,DEMOCRAT,255661,361271,0.726596582173074,0.707670972760061
18711,18711,2020,IL,5,REPUBLICAN,96200,361271,0.27340341782692595,0.2662820984800884
18712,18712,2020,IL,6,DEMOCRAT,213777,404747,0.5375765714113281,0.5281743904216708
18713,18713,2020,IL,6,REPUBLICAN,183891,404747,0.46242342858867197,0.45433567141942993
18714,18714,2020,IL,7,DEMOCRAT,249383,310128,0.857655284362716,0.8041292627560234
18715,18715,2020,IL,7,REPUBLICAN,41390,310128,0.14234471563728407,0.13346102254552958
18716,18716,2020,IL,8,DEMOCRAT,186251,254578,0.7316068159856705,0.7316068159856705
18717,18717,2020,IL,8,REPUBLICAN,68327,254578,0.2683931840143296,0.2683931840143296
18718,18718,2020,IL,9,DEMOCRAT,262045,369170,0.7098220332096324,0.7098220332096324
18719,18719,2020,IL,9,REPUBLICAN,107125,369170,0.29017796679036756,0.29017796679036756
18720,18720,2020,IL,10,DEMOCRAT,202402,316874,0.6388064788981328,0.6387459999873767
18721,18721,2020,IL,10,REPUBLICAN,114442,316874,0.36119352110186714,0.36115932515763366
18722,18722,2020,IL,11,DEMOCRAT,194557,307377,0.6329856456839448,0.6329588746067533
18723,18723,2020,IL,11,REPUBLICAN,112807,307377,0.3670143543160552,0.3669988320531465
18724,18724,2020,IL,12,DEMOCRAT,127577,322416,0.3956906605131259,0.3956906605131259
18725,18725,2020,IL,12,REPUBLICAN,194839,322416,0.6043093394868742,0.6043093394868742
18726,18726,2020,IL,13,DEMOCRAT,151648,333021,0.4553706823293426,0.4553706823293426
18727,18727,2020,IL,13,REPUBLICAN,181373,333021,0.5446293176706574,0.5446293176706574
18728,18728,2020,IL,14,DEMOCRAT,203209,401052,0.5067000129661583,0.5066899055484076
18729,18729,2020,IL,14,REPUBLICAN,197835,401052,0.49329998703384165,0.49329014691361717
18730,18730,2020,IL,15,DEMOCRAT,88559,333506,0.26553945056460754,0.26553945056460754
18731,18731,2020,IL,15,REPUBLICAN,244947,333506,0.7344605494353925,0.7344605494353925
18732,18732,2020,IL,16,DEMOCRAT,119313,338159,0.35283836854432327,0.35283106467667574
18733,18733,2020,IL,16,REPUBLICAN,218839,338159,0.6471616314556767,0.6471482350018778
18734,18734,2020,IL,17,DEMOCRAT,156011,299895,0.5202551738396793,0.5202187432267961
18735,18735,2020,IL,17,REPUBLICAN,143863,299895,0.47974482616032066,0.479711232264626
18736,18736,2020,IL,18,DEMOCRAT,110039,371879,0.29590001048728215,0.29590001048728215
18737,18737,2020,IL,18,REPUBLICAN,261840,371879,0.7040999895127178,0.7040999895127178
18738,18738,2020,IN,1,DEMOCRAT,185180,326948,0.5833782255447709,0.5663897622863575
18739,18739,2020,IN,1,REPUBLICAN,132247,326948,0.4166217744552291,0.4044893989258231
18740,18740,2020,IN,2,DEMOCRAT,114967,298568,0.385061359556282,0.385061359556282
18741,18741,2020,IN,2,REPUBLICAN,183601,298568,0.614938640443718,0.614938640443718
18742,18742,2020,IN,3,DEMOCRAT,104762,325751,0.32160146860638955,0.32160146860638955
18743,18743,2020,IN,3,REPUBLICAN,220989,325751,0.6783985313936105,0.6783985313936105
18744,18744,2020,IN,4,DEMOCRAT,112984,338515,0.33376364415166243,0.33376364415166243
18745,18745,2020,IN,4,REPUBLICAN,225531,338515,0.6662363558483376,0.6662363558483376
18746,18746,2020,IN,5,DEMOCRAT,191226,416226,0.4787376263650429,0.4594282913609433
18747,18747,2020,IN,5,REPUBLICAN,208212,416226,0.5212623736349571,0.5002378515518012
18748,18748,2020,IN,6,DEMOCRAT,91103,328213,0.2879161373103008,0.2775727957149778
18749,18749,2020,IN,6,REPUBLICAN,225319,328213,0.7120838626896993,0.6865023627948923
18750,18750,2020,IN,7,DEMOCRAT,176422,282568,0.6243523682794938,0.6243523682794938
18751,18751,2020,IN,7,REPUBLICAN,106146,282568,0.3756476317205062,0.3756476317205062
18752,18752,2020,IN,8,DEMOCRAT,95691,320617,0.30834842460059164,0.2984589089162459
18753,18753,2020,IN,8,REPUBLICAN,214643,320617,0.6916515753994084,0.6694685559405771
18754,18754,2020,IN,9,DEMOCRAT,122566,359038,0.355652408574007,0.3413733365270529
18755,18755,2020,IN,9,REPUBLICAN,222057,359038,0.6443475914259931,0.6184777098802913
18756,18756,2020,KS,1,DEMOCRAT,84393,292622,0.2884027858465871,0.2884027858465871
18757,18757,2020,KS,1,REPUBLICAN,208229,292622,0.7115972141534129,0.7115972141534129
18758,18758,2020,KS,2,DEMOCRAT,136650,336315,0.42422868922182827,0.4063155077828821
18759,18759,2020,KS,2,REPUBLICAN,185464,336315,0.5757713107781717,0.5514591974785543
18760,18760,2020,KS,3,DEMOCRAT,220049,410418,0.55174739608146,0.5361582581660649
18761,18761,2020,KS,3,REPUBLICAN,178773,410418,0.4482526039185401,0.4355876204260047
18762,18762,2020,KS,4,DEMOCRAT,116166,319598,0.3634753659284476,0.3634753659284476
18763,18763,2020,KS,4,REPUBLICAN,203432,319598,0.6365246340715524,0.6365246340715524
18764,18764,2020,KY,1,DEMOCRAT,82141,328470,0.25007154382439795,0.25007154382439795
18765,18765,2020,KY,1,REPUBLICAN,246329,328470,0.749928456175602,0.749928456175602
18766,18766,2020,KY,2,DEMOCRAT,94643,360399,0.27011684523571683,0.2626061670537377
18767,18767,2020,KY,2,REPUBLICAN,255735,360399,0.7298831547642831,0.7095885393688661
